Issue name,Severity,Path,Domain,Project,Branch,Status,Deep link,Related to
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/5c7edbba183e862716e0ebe37a7faee640670f5b6914ff5ab27486910e7ee17f"," No Related Standards"
" Uninitialized scalar field"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-thread-controller.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/6007615565fdca8dadafa3724d618e557be67e3b0fb7b23e56c37b945b9f0f4e"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-dbus-handler.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/6198a8c690d2526001e508722fa7133744fafcdf9bf69be64475f4a5c3f4fad3"," No Related Standards"
" Parse warning"," low"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2Link.h"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/642462a3e0aa07bd027bfb0e5ac6a76c5c90d4ee6c76a0c237e39015442ccc79"," No Related Standards"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/689e91c57b4b4dc9edd437e6bebd66487e12528f465a2d016b0b416b7bcb2946"," No Related Standards"
" Missing return statement"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/include/apple-mfi-iap2-parameter-object.hpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/69ce03a652d8a8479d7b3229a01ce8cfd6cd83ddc64fe3c7e154b7e0164cf6b5"," No Related Standards"
" Parse warning"," low"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.h"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/6b75af81c55f98b94c144bf2d0cd3198fed9bf837e7386df691c81a1f96ddd1c"," No Related Standards"
" Dereference before null check"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2Link.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/6c6fb1f454979fa8a62cb04a70ec5d1189c3f476970169304a359bdc022d0eb5"," PCI DSS 2018, 2021 CWE Top 25"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/6f63a9861ad7dca4ed7ca339797a3c9ae2e2c5ab8f1b4aee7042321012672894"," No Related Standards"
" Dereference before null check"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/74f5ff2ed5d9cff3a7a2a7b111f91520c46b3d4627242c593557167ebaf3afc1"," PCI DSS 2018, 2021 CWE Top 25"
" Operands don't affect result"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2Link.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/79074142a53e4fd8752980f08a92e33b3e5f3f2ab2d7a5b11d0660c5101b8af3"," No Related Standards"
" Deleting void pointer"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-iap2.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/79af649489ee6a5ebe1e43f98016d4c82501786a49e8d86531aaa7b9b0d3f5f6"," No Related Standards"
" Uninitialized scalar field"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-i2c.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/87207f10b34f6dc0036d791fc9c6a93afc77f93e95303af4b7dd60e57ab662f2"," No Related Standards"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/878c48b1dcd5e78bea08349779dbd3964df09b72c894eb4daafd7afafdfd1c9e"," No Related Standards"
" Structurally dead code"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-udev-monitor.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/88a8de4adc4083e04f76fe2bea15801b701d00c751b2fc6eef566bca8b51e3f1"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-iap2.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/8957e75d1332a2b2ceb4154b9b3069d1ed5e389ebecc92fc69f2ecd4d17eeb4b"," No Related Standards"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/8a4dc213c9389c480aab469a513fa02ac28583b2e0a2993f4bcdb003e78269ad"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-transport-usb-device.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/8aec7346d6579356cca828a88db067312cd2467b0caf8984374b1d7447808557"," No Related Standards"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/8bbaa5604ebabab826dd88ffff61b51da3bba9d68b25553a3d07d10aa6aa1346"," No Related Standards"
" Dereference before null check"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/8ce1e4dd3ecdce2eaf0010cc77f556448d8a7cb3e571276865a860e3a8775aca"," PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized scalar field"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-transport.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/8f5d5c00b51da98f4414bfa1c0e56970fad9c75d0ae44ffcd3e0751dddf2c6bd"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2LinkAccessory.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/92ed53aae0d023f98cee4e3576fe16f22d404a1da9e9993de46cd18035c515ac"," No Related Standards"
" Uninitialized scalar field"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-transport-usb-host-functionfs.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/9558c02b27a70a07f552ee384a1a48ddb67140a09fcd4714c4b10eddca21834d"," No Related Standards"
" Untrusted loop bound"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-i2c.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/95c990c0006a728d1c88ab0952b105db107f05f898404f1b86e63c0970f2e608"," 2021 OWASP Top 10, PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-iap2.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/975e7d20ae00dcb241eda27413f8c1be066479c2a90efa9856b337fed6073600"," No Related Standards"
" Uninitialized scalar field"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-transport-usb-device.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/978c9a22917023cbdcf4cf266aabd6ed8dc7210b31428ab159b77ceeb8fa46c9"," No Related Standards"
" Parse warning"," low"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2Link.h"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/98484728b4b5d48e61a348e5750dbfd5a98c5cef0bb6c38b1b96f65bc69df060"," No Related Standards"
" Unchecked return value from library"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-transport-rfcomm.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/a006339fab31a8f91fdf55dfc869eae638a99049a94e5585ec00f45096de73c0"," 2021 OWASP Top 10, PCI DSS 2018"
" Dereference before null check"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/a31d5f9402b3e3d1a076088bedffd087f20db8c5a0405028db75486ba953e149"," PCI DSS 2018, 2021 CWE Top 25"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2Link.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/a48c178681f3cfede94a119a0c059e3f8df6d8d093378adf5c5dac5bce1aad18"," No Related Standards"
" Uninitialized scalar field"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-transport-usb-host-functionfs.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/a85679237cabd778b379b8062c7216bf4b793db84b14e0570aee667a641085cf"," No Related Standards"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/a95104e3f5d7641ca263f6ba1ed70949e6b29bd168980d5085bdbea9d7522e2f"," No Related Standards"
" Parse warning"," low"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2Packet.h"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/ac374f250ed83cbde4772f80d7c5eaa6680caab5e21bd2942ec1ef577945e804"," No Related Standards"
" Dereference before null check"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/ae611be6b12f8eb69c0b47b839eb0057cbbe987af0e4a38bd786457efe0a536f"," PCI DSS 2018, 2021 CWE Top 25"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-iap2.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/aeaaad37e4f5a75dc02c3d4b6b83eaff841bc84d7be136aa3d9e31709dbc5271"," No Related Standards"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/afc3d9adcd4f77bea588d2478871c83a5945ac9445827df1c210c02cb0e9de13"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-iap2-timer-manager.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/b52b647f60e1ece1b03f8e236d9bf1799dcbd544204c4296ea68245b7f22c4c6"," No Related Standards"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/b5603bba4a53180f9fd74c0ca8ce5e37f921d8d54047857230e9d66ca6ccbd3f"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-dbus-handler.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/ba1fa3cd7c243b83365cb91c12e08d32d1037e9da08ca498d456ea9bf80d04e1"," No Related Standards"
" Logically dead code"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2Packet.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/b8b58db8-4678-4fb5-98e4-624c7b6c8fa1/issues/bbd0f4d97dee37c6d5bd64ca6da57b5c8123dcbdc7e302b32a34bea91b3a66a9"," No Related Standards"
" Uninitialized scalar variable"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/src/apple-mfi-transport-usb-host.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/bc0e4c04f02bad284fece982cae5f9fbf52f5d1d21eab73cc818b9a8d776b934"," No Related Standards"
" Use of 32-bit time_t"," high"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/recipe-sysroot/usr/include/c++/10.3.0/mutex"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/f30db3d7-d7d1-4379-8380-483734f2fec1/issues/bc63f8ba4f7835b9baee9cb7f5ae2ca9a6281cadf71329b783580ea7188723b8"," 2020 CWE On the Cusp"
" Invalid type in argument to printf format specifier"," medium"," work/2022-09-27T20.30.36Z-polaris-9210-venus-55/kodiak/build-polaris-9210/tmp/work/indianhw-7in-poky-linux-gnueabi/apple-mfid/1.0-r0/git/iAP2/iAP2Link/iAP2FileTransfer.cpp"," Static Analysis (SAST)"," apple-mfid"," master"," Open"," https://polaris-industries.polaris.synopsys.com/projects/261ef195-1752-4f72-9bbb-4fb147d4b2ab/branches/f61940e2-043d-4030-9be4-c415d298cdf2/revisions/7450da70-79a4-4701-81a7-ceefa29b9d2e/issues/c0ba15cda758c89294125b3dd26f4f1655c7781c8a0a78fe22fc3737b2161268"," No Related Standards"
